pair_id,label,complex,simple,complex_words,simple_words,compression_ratio
CD003689,rephrase,"There were no trials of non-invasive brain stimulation compared with sham stimulation or usual care, a combination of pharmacological intervention and one of various forms of psychological therapy with placebo and psychological therapy, or a combination of non-invasive brain stimulation and a pharmacological intervention with a pharmacological intervention and sham stimulation or usual care to prevent depression after stroke.",We included trials which reported on the use of pharmacological and psychological interventions to prevent depression after stroke.,59,18,0.3050847457627119
CD003689,merge,"Eight trials (nine interventions) found no difference in death and other adverse events between pharmacological intervention and placebo groups (RR 1.25, 95% CI 0.32 to 4.91; 496 participants) based on very low-certainty evidence.",A smaller number of studies (eight pharmacological and five psychological studies) found no increase in death or adverse events.,33,19,0.5757575757575758
CD003689,rephrase,"However, there is very low certainty in these conclusions because of the very low-certainty evidence.",We rated the certainty of evidence as very low due to limitations in study design.,15,15,1.0
CD003689,rephrase,More trials are required before reliable recommendations can be made about the routine use of such treatments after stroke.,More well-designed clinical trials are needed that test practical interventions for preventing depression across all stroke survivors.,19,17,0.8947368421052632
CD008085,rephrase,Six trials involving 849 patients satisfied the inclusion criteria.,This systematic review included six trials with 849 patients.,9,9,1.0
CD008085,rephrase,"Pharmacological interventions included aprotinin, desmopressin, recombinant factor VIIa, antithrombin III, and tranexamic acid.","The trials included comparison of medicines (such as aprotinin, desmopressin, recombinant factor VIIa, antithrombin III, and tranexamic acid) with controls (no medicines).",13,22,1.6923076923076923
CD008085,rephrase,All trials had a high risk of bias.,All trials had high risk of bias ('systematic error') as well of play of chance ('random error').,8,17,2.125
CD008085,rephrase,"There was no significant difference in the peri-operative mortality, survival at maximal follow-up, liver failure, or other peri-operative morbidity.",There was no difference in the death or complications due to surgery or long-term survival in any of the comparisons.,19,20,1.0526315789473684
CD008085,rephrase,The risk ratio of requiring allogeneic blood transfusion was significantly lower in the aprotinin and tranexamic acid groups than the respective control groups.,Fewer patients required transfusion of blood donated by others when aprotinin or tranexamic acid were compared to controls not receiving the interventions.,23,22,0.9565217391304348
CD008085,split,Other interventions did not show significant decreases of allogeneic transfusion requirements.,This systematic review was aimed at determining whether any medical treatment decreased blood loss and decreased allogeneic blood transfusion requirements in patients undergoing liver resections. The other comparisons did not decrease the transfusion requirements.,11,34,3.090909090909091
CD008085,ignore,Aprotinin and tranexamic acid show promise in the reduction of blood transfusion requirements in liver resection surgery.,Aprotinin and tranexamic acid show promise in the reduction of blood transfusion requirements in liver resections.,17,16,0.9411764705882353
CD008085,ignore,"However, there is a high risk of type I (erroneously concluding that an intervention is beneficial when it is actually not beneficial) and type II errors (erroneously concluding that an intervention is not beneficial when it is actually beneficial) because of the few trials included, the small sample size in each trial, and the high risk of bias.","However, there is a high risk of type I errors (erroneously concluding that an intervention is beneficial when it is actually not beneficial) and type II errors (erroneously concluding that an intervention is not beneficial when it is actually beneficial) because of the few trials included and the small sample size in each trial as well as the inherent risk of bias (systematic errors).",58,64,1.103448275862069
CD008085,rephrase,Further randomised clinical trials with low risk of bias and random errors assessing clinically important outcomes such as peri-operative mortality are necessary to assess any pharmacological interventions aimed at decreasing blood loss and blood transfusion requirements in liver resections.,Further randomised clinical trials with low risk of bias (systematic errors) and low risk of play of chance (random errors) which assess clinically important outcomes (such as death and complications due to operation) are necessary to assess any pharmacological interventions aimed at decreasing blood transfusion and blood transfusion requirements in liver resections.,39,52,1.3333333333333333
CD008085,ignore,Trials need to be designed to assess the effect of a combination of different interventions in liver resections.,Trials need to be designed to assess the effect of a combination of different interventions in liver resections.,18,18,1.0
CD012009,rephrase,A total of five studies including 868 participants met the inclusion criteria for this review.,We identified five studies reporting information on 868 people who underwent pancreatic resections for cancer and non-cancerous growths.,15,18,1.2
